0,00ecb565-8dcb-443e-875c-71babdce2269,0,638637447023194112,0,Video:  Shippers look to grab a piece of Northwest Passage http://t.co/oXfsajtBtl http://t.co/RwvGKG3rue
1,00ecb565-8dcb-443e-875c-71babdce2269,0,638727826393444352,1,"Police say woman was driving drunk with kids in the car, and drugs in the car. Oh, and she was pregnant. http://t.co/LlzxxQOuY2"
2,00ecb565-8dcb-443e-875c-71babdce2269,0,639043756038074369,1,Hit-and-Run Driver Seriously Injures Man in Portola District: A man suffered serious injuries when a hit-and-run… http://t.co/2g0GtYFWld
3,00ecb565-8dcb-443e-875c-71babdce2269,0,639219133859631104,0,#UPDATE: Man in critical condition after being shot in the head near Northwest High School. http://t.co/UX93EklOM1
4,00ecb565-8dcb-443e-875c-71babdce2269,0,639325701297041408,1,A Barrie woman that was run over by a drunk driver has filed a lawsuit against the driver and bar that served him. http://t.co/sghm0ZBz4F
5,00ecb565-8dcb-443e-875c-71babdce2269,0,639362932363653120,0,This photo proves that there are never-ending sights in the Northwest Territories! Photo by @straker101 http://t.co/F7WZ3Z6uC7
6,00ecb565-8dcb-443e-875c-71babdce2269,0,639485269385678849,1,"A man was hit by a car while trying to chase after a drunk driver, cops say http://t.co/31871Zp3ep http://t.co/ZNGHjEvWYX"
7,00ecb565-8dcb-443e-875c-71babdce2269,0,639490286196932608,0,@christopherokey the ruling was that he swung and missed and the ball hit him but it was still a strikeout
8,00ecb565-8dcb-443e-875c-71babdce2269,0,639535449673850880,0,"""My friend was doing CPR on him. He took a couple of breaths and then the paramedics came,"" she said."
10,00ecb565-8dcb-443e-875c-71babdce2269,0,639662060368846848,1,RT @Ama_A_Asmah: The women who got out of her car to help male died on scene. The driver of the car which hit woman stayed on scene.
11,00ecb565-8dcb-443e-875c-71babdce2269,0,639662060377272320,1,RT @Ama_A_Asmah: The women who got out of her car to help male died on scene. The driver of the car which hit woman stayed on scene.
13,00ecb565-8dcb-443e-875c-71babdce2269,0,639791120822702081,1,"JUST IN: Suspect identified after pedestrian was hit, killed in police chase http://t.co/l46PQbM8cZ #chsnews"
14,00ecb565-8dcb-443e-875c-71babdce2269,0,639854450421665792,1,Escondido DUI hit-and-run suspect pulls knife on Good Samaritans: http://t.co/6koBuLYj65
15,00ecb565-8dcb-443e-875c-71babdce2269,0,639972797545115648,0,Nick Swisher's pinch-hit single to right field scores Freddie Freeman and the #Braves take a 2-1 lead.
16,00ecb565-8dcb-443e-875c-71babdce2269,0,640610449382223872,1,"Hit-and-run driver speeds away from car crash, dies mid-getaway http://t.co/PFcoBaMJT6"
17,00ecb565-8dcb-443e-875c-71babdce2269,0,640653892657782784,0,"1 dead in Northwest D.C. shooting; Suspect arrested.
http://t.co/qyHnEKHXkm http://t.co/YcieSvA6Tc"
18,00ecb565-8dcb-443e-875c-71babdce2269,0,640703350216855556,0,@BMorehonest all the married and baby talk made him run away..so he was trying to chill it a bit...then she ran...everyone lost in the end
19,00ecb565-8dcb-443e-875c-71babdce2269,0,641174489259094016,0,Spotty storms over the metro at 4am. More dropping in from the northwest. Wind gusts to 40 mph possible. http://t.co/Oh4yB8Qr1f
20,00ecb565-8dcb-443e-875c-71babdce2269,0,641238337223790592,0,@gregglynnonkjo Northwest Parkway or somewhere else?
21,00ecb565-8dcb-443e-875c-71babdce2269,0,641311294369460224,1,Police search for hit-and-run driver who struck man on skateboard. http://t.co/2tU54a4nJ9
23,00ecb565-8dcb-443e-875c-71babdce2269,0,641679996428357632,0,".@kporzee and @JmCalderon3 and the #Knicks hit the ⛳️ for @Chase MSG golf outing.

Gallery http://t.co/jgqEJUysOR http://t.co/RHwXJaQHWe"
24,00ecb565-8dcb-443e-875c-71babdce2269,0,641720036520955904,1,Troopers: Hit and run suspect leads 100+ mph chase with infant in the car http://t.co/YRln6yEjJ1 http://t.co/GFcN89aDz4
25,00ecb565-8dcb-443e-875c-71babdce2269,0,641855701262966784,1,#EJI Hit-and–run Mercedes-Benz driver falls in car chase http://t.co/v1IUzlR0qX
26,00ecb565-8dcb-443e-875c-71babdce2269,0,642407270337392640,1,Driver charged with murder in alleged intentional hit-and-run of Michigan firefighter http://t.co/DgMUUzObwi http://t.co/Lg7lz1RoeR
28,00ecb565-8dcb-443e-875c-71babdce2269,0,642633513565450241,0,Pacific Northwest developing warning system for big quakes http://t.co/e6rGwQMz5d
29,00ecb565-8dcb-443e-875c-71babdce2269,0,643111015618449408,0,"Two-car collision in northwest Omaha Sunday sends at least two to hospital, closes intersection http://t.co/xI5ZoHAN4l"
30,00ecb565-8dcb-443e-875c-71babdce2269,0,643685734352842752,2,Drunk driver arrested following 204km/h chase http://t.co/fh34ynWWIB
31,00ecb565-8dcb-443e-875c-71babdce2269,0,643718428847575040,0,Henry County woman allegedly hit man with car and then bit him while he was lying on the ground http://t.co/IPYNAmyvtL
32,00ecb565-8dcb-443e-875c-71babdce2269,0,643786678335737858,0,"11 tackles, 2 for loss, 1 QB hit, 2 sacks https://t.co/oXdJHiVeB2"
33,00ecb565-8dcb-443e-875c-71babdce2269,0,643940232388288513,0,"Fourth straight hit, Ozuna's RBI single. #Marlins 2 #Mets 1"
35,00ecb565-8dcb-443e-875c-71babdce2269,0,643953090261942272,1,RT @stephmsharp: @LRpolice Chief Buckner just briefed on what happened. 2 pedestrians hit during a police chase. 1 killed 1 critical http:/…
36,00ecb565-8dcb-443e-875c-71babdce2269,0,644303992646860800,1,Witnesses tell @komonews the woman was in a crosswalk with her husband and another woman when hit at 1st &amp; Broad. PD interviewing driver.
